data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
,,#event+code,,#date+occurred,#date+year,,#event+type,,#group+name+first,#group+name+first+assoc,,#group+name+second,#group+name+second+assoc,,,#region+name,#country+name,#adm1+name,#adm2+name,#adm3+name,#loc+name,#geo+lat,#geo+lon,,#meta+source,,#description,#affected+killed,,#country+code
7066934,152,CHI1126,1126,2019-10-23,2019,1,Protests,Peaceful protest,Protesters (Chile),Labour Group (Chile),6,,,0,60,South America,Chile,Tarapaca,Iquique,Iquique,Iquique,-20.2133,-70.1503,1,Estrella Iquique,Subnational,"On 23 October 2018, in Iquique, Tarapaca region, Public workers and other citizens staged a protest over a general discontent with the government. Protesters demand improvements in education, health, pension policies, between others. The group also demands an increase of their salaries. [size=no report]",0,1587491662,CHL
6932024,152,CHI1129,1129,2019-10-23,2019,1,Protests,Peaceful protest,Protesters (Chile),,6,,,0,60,South America,Chile,Valparaiso,Los Andes,Los Andes,Los Andes,-32.8337,-70.5983,1,Biobio Chile,National,"On 23 October 2019, in Los Andes, Valparaiso region, people protested over a general discontent with the government. The group demands an increase in the budget for healthcare, improvements in education and pension policies, among other reforms. [size=no report]",0,1582839797,CHL
6931279,152,CHI1125,1125,2019-10-23,2019,1,Riots,Violent demonstration,Rioters (Chile),,5,Police Forces of Chile (2018-),,1,15,South America,Chile,Araucania,Malleco,Ercilla,Ercilla,-38.0632,-72.3743,1,Biobio Chile,National,"On 23 October 2019, in Ercilla, Araucania region, nearly 50 citizens staged a demonstration over general discontent with the government. The group demands improvements in education, health, pension, among other things. Groups of demonstrators attacked with rocks the police station. [size=nearly 50]",0,1582839795,CHL
6931551,152,CHI1135,1135,2019-10-23,2019,1,Protests,Peaceful protest,Protesters (Chile),CUT: The Workers' United Center of Chile; ANEF: National Association of Tax Employees; Labour Group (Chile),6,,,0,60,South America,Chile,Metropolitana,Santiago,Providencia,Providencia,-33.4311,-70.6045,1,Biobio Chile,National,"On 23 October 2019, in Providencia, Metropolitan region, a large group of people and members of several organizations such as CUT, ANEF, Confech, among others, protested over a general discontent with the government. The group demands an increase in the budget for healthcare, improvements in education and pension policies,  and other reforms. [size=no report]",0,1582839795,CHL
6931812,152,CHI1152,1152,2019-10-23,2019,1,Protests,Peaceful protest,Protesters (Chile),,6,,,0,60,South America,Chile,Atacama,Huasco,Vallenar,Vallenar,-28.5762,-70.7594,1,Biobio Chile,National,"On 23 October 2019, in Vallenar, Atacama region, people protested over a general discontent with the government. The group demands an increase in the budget for healthcare, improvements in education and pension policies, among other reforms. [size=no report]",0,1582839796,CHL
6937962,152,CHI1127,1127,2019-10-23,2019,1,Protests,Peaceful protest,Protesters (Chile),CUT: The Workers' United Center of Chile; NO+AFP: No More AFP; Labour Group (Chile),6,,,0,60,South America,Chile,Coquimbo,Elqui,La Serena,La Serena,-29.9045,-71.2489,1,El Dia (Chile),National,"On 23 October 2019, in La Serena, Coquimbo region, over a thousand citizens and workers affiliated to the CUT, No+AFP, between other social and political organizations, protested over a general discontent with the government. Protesters demand improvements in education, health, pension policies, between others. [size=over thousand]",0,1582839942,CHL
6937966,152,CHI1123,1123,2019-10-23,2019,1,Riots,Violent demonstration,Rioters (Chile),,5,Police Forces of Chile (2018-),,1,15,South America,Chile,Coquimbo,Elqui,Coquimbo,Coquimbo,-29.9533,-71.3395,2,El Dia (Chile),National,"On 23 October 2019, in Coquimbo and the rural area near the Route 5, Coquimbo region, citizens demonstrated over a general discontent with the government. A reduce group of rioters built barricades and clashed with the Police Forces of Chile. [size=no report]",0,1582839942,CHL
6953842,152,CHI1154,1154,2019-10-23,2019,1,Riots,Mob violence,Rioters (Chile),,5,Civilians (Chile),Labour Group (Chile),7,57,South America,Chile,Valparaiso,Valparaiso,Valparaiso,Valparaiso,-33.0360,-71.6296,1,La Estrella De Valparaiso,Subnational,"On 23 October 2019, in Valparaiso, Valparaiso region, several groups of rioters, one of them of at least 80 people, looted several businesses, supermarkets and local stores in the city. [size=at least 80]",0,1582840237,CHL
6931317,152,CHI1136,1136,2019-10-23,2019,1,Riots,Violent demonstration,Rioters (Chile),,5,Civilians (Chile),,7,57,South America,Chile,Araucania,Cautin,Pucon,Pucon,-39.2727,-71.9776,1,Biobio Chile,National,"On 23 October 2019, in Pucon, Araucania region, citizens staged a demonstration over general discontent with the government. The group demands improvements in education, health, pension, among other things. There were reports of violence, but no specific episode was mentioned. [size=no report]",0,1582839795,CHL
7066497,152,CHI1149,1149,2019-10-23,2019,1,Battles,Armed clash,Indigenous Militia (Chile),,4,Police Forces of Chile (2018-),,1,14,South America,Chile,Biobio,Arauco,Tirua,Tirua,-38.3418,-73.4915,2,Biobio Chile,Subnational,"On 23 October 2019, in the rural area of Tirua, Araucania region, a group of masked men clashed against police forces of Chile. In the attack, the perpetrators set on fire several trucks and seven warehouses. Two police officers were reported injured. There have been several attacks in Araucania region perpetrated by indigenous groups who demand land rights.",0,1587491659,CHL
7066516,152,CHI1130,1130,2019-10-23,2019,1,Protests,Peaceful protest,Protesters (Chile),,6,,,0,60,South America,Chile,Biobio,Biobio,Los Angeles,Los Angeles,-37.4697,-72.3537,1,Biobio Chile,Subnational,"On 23 October 2019, in Los Angeles, Biobio region, nearly 5,000 people protested over a general discontent with the government. The group demands an increase in the budget for healthcare, improvements in education and pension policies, among other reforms. [size=nearly 5,000]",0,1587491659,CHL
6967702,152,CHI1151,1151,2019-10-23,2019,1,Riots,Violent demonstration,Rioters (Chile),,5,,,0,50,South America,Chile,Los Rios,Valdivia,Valdivia,Valdivia,-39.8142,-73.2459,1,Radio Cooperativa,National,"On 23 October 2019, in Valdivia, Los Rios region, groups of rioters set barricades and other objects on fire. The group demonstrated over a general discontent with the government and demands improvements in education, health, pension policies, between others. [size=no report]",0,1582840371,CHL
6936728,152,CHI1132,1132,2019-10-23,2019,1,Protests,Peaceful protest,Protesters (Chile),Labour Group (Chile); Health Workers (Chile),6,,,0,60,South America,Chile,Los Lagos,Osorno,Osorno,Osorno,-40.5740,-73.1335,1,El Austral Osorno,Subnational,"On 23 October 2019, in Osorno, Los Lagos region, over 15,000 people, including bus drivers, post employees, health workers, and other unions, protested over a general discontent with the government. Protesters demand improvements in education, health, pension policies, between others. [size=over 15,000]",0,1582839938,CHL
6967712,152,CHI1113,1113,2019-10-23,2019,1,Protests,Peaceful protest,Protesters (Chile),Indigenous Group (Chile); CUT: The Workers' United Center of Chile; Labour Group (Chile),6,,,0,60,South America,Chile,Arica y Parinacota,Arica,Arica,Arica,-18.4746,-70.2979,1,Radio Cooperativa,National,"On 23 October 2019, in Arica, Arica y Parinacota region, nearly 6,000 people, including indigenous groups, workers affiliated to the CUT, truck drivers, and other citizens protested over a general discontent with the government. The group demands improvements in education, health, pension policies, between others. [size=nearly 6,000]",0,1582840371,CHL
6936737,152,CHI1143,1143,2019-10-23,2019,1,Riots,Violent demonstration,Rioters (Chile),,5,Police Forces of Chile (2018-),,1,15,South America,Chile,Metropolitana,Santiago,Santiago Centro,Santiago,-33.4569,-70.6483,1,El Austral Osorno,National,"On 23 October 2019, in Santiago (Metropolitana), thousands of people demonstrated over a general discontent with the government, demanding improvements in education, health, pension policies, as well as the withdrawal of the excessive Army's deployment from the streets. Police forces used teargas and water cannons to disperse demonstrators, who started throwing stones and other objects to the agents. Other demonstrations took place concurrently across different parts of the city. On the same day, citizens staged a demonstration over general discontent with the government. The group demands improvements in education, health, pension, among other things. Demonstrators built and set on fire a barricade across streets in the district, while reduce group of rioters clashed against police forces. One bank was set on fire by demonstrators.  [size=thousands]",0,1582839938,CHL
6967715,152,CHI1116,1116,2019-10-23,2019,1,Protests,Protest with intervention,Protesters (Chile),,6,Police Forces of Chile (2018-),,1,16,South America,Chile,Nuble,Diguillin,Chillan,Chillan,-36.6066,-72.1034,1,Radio Cooperativa,National,"On 23 October 2019, in Chillan, Nuble region, citizens protested over a general discontent with the government. The group demands improvements in education, health, pension policies, between others. Local authorities reported three people arrested by the end of the day. [size=no report]",0,1582840371,CHL
6931621,152,CHI1155,1155,2019-10-23,2019,1,Riots,Violent demonstration,Rioters (Chile),,5,Civilians (Chile),,7,57,South America,Chile,Araucania,Cautin,Villarrica,Villarrica,-39.2820,-72.2308,1,Biobio Chile,National,"On 23 October 2019, in Villarrica, Araucania region, citizens staged a demonstration over general discontent with the government. The group demands improvements in education, health, pension, among other things. There were reports of violence, but no specific episode was mentioned. [size=no report]",0,1582839796,CHL
6953894,152,CHI1111,1111,2019-10-23,2019,1,Protests,Peaceful protest,Protesters (Chile),Labour Group (Chile),6,,,0,60,South America,Chile,Antofagasta,Antofagasta,Antofagasta,Antofagasta,-23.6524,-70.3954,2,La Estrella Del Loa,Subnational,"On 23 October 2019, in the Escondida mine, 200 kilometers from Antogafasta, Antofagasta region, miners protested over general discontent with the government. Miners declared their support to the protesters and blocked the entrance to the mines for half a day. [size=no report]",0,1582840237,CHL
6967720,152,CHI1110,1110,2019-10-23,2019,1,Protests,Peaceful protest,Protesters (Chile),,6,,,0,60,South America,Chile,Los Lagos,Chiloe,Ancud,Ancud,-41.8676,-73.8279,1,Radio Cooperativa,National,"On 23 October 2018, in Ancud, Los Lagos region, citizens staged a protest over a general discontent with the government. Protesters demand improvements in education, health, pension policies, between others [size=nearly 5,000]",0,1582840371,CHL
6967724,152,CHI1121,1121,2019-10-23,2019,1,Violence against civilians,Attack,Police Forces of Chile (2018-),,1,Civilians (Chile),Journalists (Chile); Women (Chile),7,17,South America,Chile,Biobio,Concepcion,Concepcion,Concepcion,-36.8270,-73.0498,1,Radio Cooperativa,National,"On 23 October 2019, in Concepcion, Biobio region, a journalist reporting for local media resulted injured when members of the Police Forces of Chiles charged against her with their horses.",0,1582840371,CHL
6967725,152,CHI1124,1124,2019-10-23,2019,1,Protests,Peaceful protest,Protesters (Chile),,6,,,0,60,South America,Chile,Maule,Curico,Curico,Curico,-34.9856,-71.2398,2,Radio Cooperativa,National,"On 23 October 2018, in the route 5 near Curico, Maule region, nearly 5,000 people staged a protest over a general discontent with the government. The group blocked the road for several hours. [size=nearly 5,000]",0,1582840371,CHL
6967727,152,CHI1137,1137,2019-10-23,2019,1,Protests,Peaceful protest,Protesters (Chile),,6,,,0,60,South America,Chile,Los Lagos,Llanquihue,Puerto Montt,Puerto Montt,-41.4693,-72.9424,1,Radio Cooperativa,National,"On 23 October 2019, in Puerto Montt, Los Lagos region, nearly 8,000 citizens protested over a general discontent with the government. The group demands improvements in education, health, pension policies, between others. [size=nearly 8,000]",0,1582840371,CHL
6967729,152,CHI1114,1114,2019-10-23,2019,1,Protests,Peaceful protest,Protesters (Chile),Students (Chile),6,,,0,60,South America,Chile,Los Lagos,Chiloe,Castro,Castro,-42.4801,-73.7630,2,Radio Cooperativa,National,"On 23 October 2019, in the island of Chiloe, Los Lagos region, students of a local school staged a protest over a general discontent with the government. [size=no report]",0,1582840371,CHL
6928565,152,CHI1122,1122,2019-10-23,2019,1,Protests,Peaceful protest,Protesters (Chile),,6,,,0,60,South America,Chile,Atacama,Copiapo,Copiapo,Copiapo,-27.3668,-70.3314,1,24 Horas (Chile),National,"On 23 October 2019, in Copiapo, Atacama region, thousands of citizens protested over a general discontent with the government. Protesters demand improvements in education, health, pension policies, between others. [size=thousands]",0,1582839786,CHL
6967737,152,CHI1115,1115,2019-10-23,2019,1,Protests,Peaceful protest,Protesters (Chile),Students (Chile),6,,,0,60,South America,Chile,Los Lagos,Palena,Chaiten,Chaiten,-42.9166,-72.7170,1,Radio Cooperativa,National,"On 23 October 2019, in Chaiten, Los Lagos region, students of a local school staged a protest over a general discontent with the government. [size=no report]",0,1582840371,CHL
6967738,152,CHI1128,1128,2019-10-23,2019,1,Protests,Peaceful protest,Protesters (Chile),Students (Chile),6,,,0,60,South America,Chile,Los Lagos,Llanquihue,Puerto Montt,Lenca,-41.6167,-72.6667,1,Radio Cooperativa,National,"On 23 October 2019, in Lenca, Los Lagos region, students protested over a general discontent with the government. The group demands improvements in education, health, pension policies, between others. [size=no report]",0,1582840371,CHL
6967741,152,CHI1145,1145,2019-10-23,2019,1,Protests,Peaceful protest,Protesters (Chile),,6,,,0,60,South America,Chile,Maule,Talca,Talca,Talca,-35.4264,-71.6554,1,Radio Cooperativa,National,"On 23 October 2019, in Talca, Maule region, a group of citizens protested against the curfew in the city, the group demonstrated with ""cacerolazos"". [size=no report]",0,1582840371,CHL
6967746,152,CHI1117,1117,2019-10-23,2019,1,Protests,Peaceful protest,Protesters (Chile),,6,,,0,60,South America,Chile,Araucania,Cautin,Temuco,Cholchol,-38.6005,-72.8409,1,Radio Cooperativa,National,"On 23 October 2019, in Cholchol, Araucania region, citizens staged a protest over a general discontent with the government. The group blocked the road that connect the district with Temuco for several hours. [size=no report]",0,1582840371,CHL
6967750,152,CHI1144,1144,2019-10-23,2019,1,Protests,Protest with intervention,Protesters (Chile),,6,Police Forces of Chile (2018-),,1,16,South America,Chile,Maule,Talca,Talca,Talca,-35.4264,-71.6554,1,Radio Cooperativa,National,"On 23 October 2019, in Talca, Maule region, Police Forces of Chile dispersed a group of protesters with tear gas and water hoses. The group demands improvements in education, health, pension policies, between others. [size=no report]",0,1582840371,CHL
7215303,152,CHI1140,1140,2019-10-23,2019,1,Riots,Mob violence,Rioters (Chile),,5,Military Forces of Chile (2018-),,1,15,South America,Chile,O'Higgins,Cachapoal,Rancagua,Rancagua,-34.1708,-70.7444,1,Radio Cooperativa,National,"On 23 October 2019, in Rancagua, O'Higgins region, rioters and military forces of Chile clashed when the first attempted to vandalize several supermarkets of the district. [size=no report]",0,1600122737,CHL
6967752,152,CHI1118,1118,2019-10-23,2019,1,Protests,Peaceful protest,Protesters (Chile),,6,,,0,60,South America,Chile,Araucania,Malleco,Collipulli,Collipulli,-37.9545,-72.4344,2,Radio Cooperativa,National,"On 23 October 2019, in the highway El Bosque near Collipulli, Araucania region, citizens staged a protest over a general discontent with the government. The group blocked the road for several hours. [size=no report]",0,1582840371,CHL
6932168,152,CHI1138,1138,2019-10-23,2019,1,Riots,Violent demonstration,Rioters (Chile),,5,Police Forces of Chile (2018-),Civilians (Chile); Labour Group (Chile); Health Workers (Chile),1,15,South America,Chile,Araucania,Cautin,Saavedra,Puerto Saavedra,-38.7833,-73.3982,1,Biobio Chile,National,"On 23 October 2019, in Puerto Saavedra, Araucania region, citizens staged a demonstration over general discontent with the government. The group demands improvements in education, health, pension, among other things. Groups of demonstrators attacked with rocks the local hospital and the police station. [size=no report]",0,1582839797,CHL
6936776,152,CHI1133,1133,2019-10-23,2019,1,Riots,Mob violence,Rioters (Chile),,5,Police Forces of Chile (2018-),,1,15,South America,Chile,Los Lagos,Osorno,Osorno,Osorno,-40.5740,-73.1335,1,El Austral Osorno,Subnational,"On 23 October 2019, in Osorno, Los Lagos region, around 60 rioters and Police Forces of Chile clashed when the first ones attempted to loot a local supermarket. Police reported 3 people arrested. [size=around 60]",0,1582839938,CHL
6967753,152,CHI1139,1139,2019-10-23,2019,1,Riots,Violent demonstration,Rioters (Chile),,5,Police Forces of Chile (2018-),,1,15,South America,Chile,O'Higgins,Cachapoal,Rancagua,Rancagua,-34.1708,-70.7444,1,Radio Cooperativa,National,"On 23 October 2019, in Rancagua, O'Higgins region, over 7,000 citizens stage a demonstration over a general discontent with the government. The group demands improvements in education, health, pension policies, between others. Some rioters set barricades and were dispersed with tear gas and water hoses by Police Forces of Chile. [size=over 7,000]",0,1582840371,CHL
6967754,152,CHI1148,1148,2019-10-23,2019,1,Riots,Mob violence,Rioters (Chile),,5,Police Forces of Chile (2018-),,1,15,South America,Chile,Biobio,Arauco,Tirua,Tirua,-38.3418,-73.4915,2,Radio Cooperativa,National,"On 23 October 2019 in the rural area of Tirua, Biobio region unidentified men set on fire three houses and seven warehouses. Police Forces were ambushed with pellets when they arrived in the area. Two police officers were reported injured. [size=no report]",0,1582840371,CHL
6967757,152,CHI1112,1112,2019-10-23,2019,1,Riots,Violent demonstration,Rioters (Chile),,5,Military Forces of Chile (2018-),,1,15,South America,Chile,Antofagasta,Antofagasta,Antofagasta,Antofagasta,-23.6524,-70.3954,1,Radio Cooperativa,National,"On 23 October 2019, in Antofagasta, Antofagasta region, citizens demonstrated over a general discontent with the government. The group demands improvements in education, health, pension policies, between others. Military Forces of Chile and a group of rioters clashed in the main square of the city. [size=no report]",0,1582840371,CHL
6967759,152,CHI1142,1142,2019-10-23,2019,1,Protests,Peaceful protest,Protesters (Chile),,6,,,0,60,South America,Chile,O'Higgins,Colchagua,San Fernando,San Fernando,-34.5812,-70.9895,1,Radio Cooperativa,National,"On 23 October 2019, in San Fernado, O'higgings region, more than 5,000 citizens protested over a general discontent with the government. The group demands improvements in education, health, pension policies, between others. [size=more than 5,000]",0,1582840371,CHL
7067090,152,CHI1120,1120,2019-10-23,2019,1,Riots,Mob violence,Rioters (Chile),,5,Civilians (Chile),Labour Group (Chile),7,57,South America,Chile,Biobio,Concepcion,Concepcion,Concepcion,-36.8270,-73.0498,1,La Estrella Concepcion,Subnational,"On 23 October 2019, in Concepcion, Biobio region, rioters stole goods from several supermarkets and local businesses in the city. A small group broke into the offices of social services. The group attempted to set the building on fire. [size=no report]",0,1587491664,CHL
7066870,152,CHI1134,1134,2019-10-23,2019,1,Protests,Peaceful protest,Protesters (Chile),Health Workers (Chile); Labour Group (Chile); Quechua Indigenous Group (Chile),6,,,0,60,South America,Chile,Tarapaca,Tamarugal,Pozo Almonte,Pozo Almonte,-20.2558,-69.7863,1,Estrella Iquique,Subnational,"On 23 October 2018, in Pozo Almonte, Tarapaca region, around 500 indigenous of the community Quechua, public workers, and health workers staged a protest over a general discontent with the government. Protesters demand improvements in education, health, pension policies, between others. [size=around 500]",0,1587491662,CHL
6936837,152,CHI1101,1101,2019-10-22,2019,1,Protests,Peaceful protest,Protesters (Chile),Health Workers (Chile),6,,,0,60,South America,Chile,Araucania,Cautin,Temuco,Temuco,-38.7397,-72.5984,1,El Austral Temuco,Subnational,"On 22 October 2019, in Temuco, Araucania region, a large group of health workers and other citizens protested over a general discontent with the government and the Police Forces of Chile. The group reported excessive use of tear gas by police officers and demanded the right to protest. [size=large group]",0,1582839938,CHL
6998534,152,CHI3481,3481,2019-10-22,2019,2,Riots,Violent demonstration,Rioters (Chile),,5,Police Forces of Chile (2018-),,1,15,South America,Chile,Valparaiso,Valparaiso,Valparaiso,Valparaiso,-33.0360,-71.6296,1,El Diario de Atacama,National,"As reported on 22 October 2019, in Valparaiso (Valparaiso), Police forces clashed with rioters during a demonstration against the Chilean government. This took place in the context of nationwide demonstrations against the Chilean government, whereby citizens demanded improvements in education, healthcare and pension policies, among other things. [size=no report]",0,1585002578,CHL
6936841,152,CHI1106,1106,2019-10-22,2019,1,Strategic developments,Looting/property destruction,Mapuche Indigenous Militia (Chile),,4,Civilians (Colombia),,7,47,South America,Chile,Araucania,Cautin,Vilcun,Vilcun,-38.6688,-72.2257,1,El Austral Temuco,Subnational,"On 22 October 2019, in Vilcun, Araucania region, alleged members of Mapuche Militiamen set on fire a private residence. Police found pamphlets with the name of the indigenous group in which they declared they support to the protests happening across the country.",0,1582839938,CHL
6958602,152,CHI1093,1093,2019-10-22,2019,1,Protests,Peaceful protest,Protesters (Chile),Teachers (Chile); Labour Group (Chile),6,,,0,60,South America,Chile,Valparaiso,San Antonio,San Antonio,San Antonio,-33.5947,-71.6075,1,Lider San Antonio,Subnational,"On 22 October 2019, in San Antonio, Valparaiso region, more than 2,500 citizens, including teachers and workers, protested over a general discontent with the government. The group demands improvements in education, health, pension policies, between others. [size=more than 2,500]",0,1582840328,CHL
6936845,152,CHI1082,1082,2019-10-22,2019,1,Riots,Violent demonstration,Rioters (Chile),,5,Police Forces of Chile (2018-),,1,15,South America,Chile,Araucania,Cautin,Pucon,Pucon,-39.2727,-71.9776,1,El Austral Temuco,Subnational,"On 22 October 2019, in Pucon, Araucania region, Police Forces of Chile and rioters clashed during a demonstration over a general discontent with the government. Demonstrators demand improvements in education, health, pension policies, between others. Police Forces of Chile reported the arrest of 25 people. [size=at least 25]",0,1582839938,CHL
6936854,152,CHI1102,1102,2019-10-22,2019,1,Riots,Mob violence,Rioters (Chile),,5,Military Forces of Chile (2018-),,1,15,South America,Chile,Araucania,Cautin,Temuco,Temuco,-38.7397,-72.5984,1,El Austral Temuco,Subnational,"On 22 October 2019, in Temuco, Araucania region, Military Forces of Chile reported 65 people arrested and eight injuries, six of them hospitalized, during riots in the city. [size=at least 65]",0,1582839938,CHL
6998552,152,CHI3480,3480,2019-10-22,2019,2,Riots,Violent demonstration,Rioters (Chile),,5,Police Forces of Chile (2018-),,1,15,South America,Chile,Los Rios,Valdivia,Valdivia,Valdivia,-39.8142,-73.2459,1,El Diario de Atacama,National,"As reported on 22 October 2019, in Valdivia (Los Rios), Police forces clashed with rioters during a demonstration against the Chilean government. This took place in the context of nationwide demonstrations against the Chilean government, whereby citizens demanded improvements in education, healthcare and pension policies, among other things. [size=no report]",0,1585002578,CHL
6937881,152,CHI1069,1069,2019-10-22,2019,1,Riots,Mob violence,Rioters (Chile),,5,Police Forces of Chile (2018-),,1,15,South America,Chile,Coquimbo,Elqui,La Serena,La Serena,-29.9045,-71.2489,1,El Dia (Chile),National,"On 20 October 2019, in La Serena, Coquimbo region, rioters and Police Forces of Chile clashed when the first ones attempt to vandalized local businesses. [size=no report]",0,1582839941,CHL
6998558,152,CHI3476,3476,2019-10-22,2019,2,Riots,Violent demonstration,Rioters (Chile),,5,Police Forces of Chile (2018-),,1,15,South America,Chile,Antofagasta,Antofagasta,Antofagasta,Antofagasta,-23.6524,-70.3954,1,El Diario de Atacama,National,"As reported on 22 October 2019, in Antofagasta (Antofagasta), Police forces clashed with rioters during a demonstration against the Chilean government. This took place in the context of nationwide demonstrations against the Chilean government, whereby citizens demanded improvements in education, healthcare and pension policies, among other things. [size=no report]",0,1585002578,CHL
6998560,152,CHI3479,3479,2019-10-22,2019,2,Riots,Violent demonstration,Rioters (Chile),,5,Police Forces of Chile (2018-),,1,15,South America,Chile,Maule,Talca,Talca,Talca,-35.4264,-71.6554,1,El Diario de Atacama,National,"As reported on 22 October 2019, in Talca (Maule), Police forces clashed with rioters during a demonstration. This took place in the context of nationwide demonstrations against the Chilean government, whereby citizens demanded improvements in education, healthcare and pension policies, among other things. [size=no report]",0,1585002578,CHL
6998561,152,CHI3478,3478,2019-10-22,2019,2,Protests,Peaceful protest,Protesters (Chile),Labour Group (Chile),6,,,0,60,South America,Chile,Metropolitana,Santiago,Santiago Centro,Santiago,-33.4569,-70.6483,2,El Diario de Atacama,National,"As reported on 22 October 2019, on the Road 68, connecting Santiago and Valparaiso, truck drivers staged a protest against increasing toll and gasoline prices. [size=no report]",0,1585002578,CHL
7067182,152,CHI1068,1068,2019-10-22,2019,1,Protests,Peaceful protest,Protesters (Chile),Teachers (Chile); Students (Chile); Health Workers (Chile),6,,,0,60,South America,Chile,Biobio,Arauco,Curanilahue,Curanilahue,-37.4762,-73.3412,1,La Estrella Concepcion,Subnational,"On 22 October 2019, in Curanilahue, Biobio region, teachers, students, and health workers protested over a general discontent with the government. The group demands improvements in education, health, pension policies, between others. [size=no report]",0,1587491664,CHL
6953787,152,CHI1087,1087,2019-10-22,2019,2,Riots,Violent demonstration,Rioters (Chile),,5,Police Forces of Chile (2018-),,1,15,South America,Chile,Valparaiso,Marga Marga,Quilpue,Quilpue,-33.0488,-71.4412,1,La Estrella De Valparaiso,Subnational,"As reported on 22 October 2019, in Quilpue, Valparaiso region, a monitoring mission of human rights reported excessive use of forces by state forces during the demonstrations and riots that took place over the weekend. During an official visit to a local prison, the observers reported inmates with severe injuries. [size=no report]",0,1582840237,CHL
6937915,152,CHI1066,1066,2019-10-22,2019,1,Riots,Mob violence,Rioters (Chile),,5,Police Forces of Chile (2018-),,1,15,South America,Chile,Coquimbo,Elqui,Coquimbo,Coquimbo,-29.9533,-71.3395,1,El Dia (Chile),National,"On 22 October 2019, in Coquimbo, Coquimbo region, Police Forces of Chile intervened when rioters attempted to loot local businesses. [size=no report]",0,1582839941,CHL
6936895,152,CHI1103,1103,2019-10-22,2019,1,Protests,Peaceful protest,Protesters (Chile),Health Workers (Chile),6,,,0,60,South America,Chile,Los Rios,Valdivia,Valdivia,Valdivia,-39.8142,-73.2459,1,El Austral Valdivia,Subnational,"On 22 October 2019, in Valdivia, Los Rios region, health workers staged a protest over a general discontent with the government. The group demands an increase in the budget for healthcare and improvements in education, pension policies, between others. [size=no report]",0,1582839938,CHL
6937924,152,CHI1105,1105,2019-10-22,2019,2,Protests,Peaceful protest,Protesters (Chile),,6,,,0,60,South America,Chile,Coquimbo,Elqui,Vicuna,Vicuna,-30.0312,-70.7084,1,El Dia (Chile),National,"As reported on 22 October 2019, in Vicuna, Coquimbi region, citizens protested over a general discontent with the government. The group demands improvements in education, health and pension policies, between others. [size=no report]",0,1582839941,CHL
7066976,152,CHI1058,1058,2019-10-22,2019,1,Protests,Peaceful protest,Protesters (Chile),Health Workers (Chile),6,,,0,60,South America,Chile,Arica y Parinacota,Arica,Arica,Arica,-18.4746,-70.2979,1,La Estrella Arica,Subnational,"On 21 October 2019, in Arica, Arica y Parinacota region, doctors and nurses protested over a general discontent with the government. The group demands improvements in education, health, pension policies, between others. [size=no report]",0,1587491663,CHL
6937957,152,CHI1104,1104,2019-10-22,2019,2,Riots,Mob violence,Rioters (Chile),,5,,,0,50,South America,Chile,Coquimbo,Elqui,Vicuna,Vicuna,-30.0312,-70.7084,1,El Dia (Chile),National,"As reported on 22 October 2019, in Vicuna, Coquimbo region, four rioters attempted to set on fire a bridge. [size=4]",0,1582839942,CHL
6937964,152,CHI1070,1070,2019-10-22,2019,1,Protests,Peaceful protest,Protesters (Chile),Health Workers (Chile),6,,,0,60,South America,Chile,Coquimbo,Elqui,La Serena,La Serena,-29.9045,-71.2489,1,El Dia (Chile),National,"On 22 October 2019, in La Serena, Coquimbo region, citizens protested over a general discontent with the government. Protesters demand improvements in education, health, pension policies, between others. Health workers demonstrated in front of the hospital demanding an increase in the budget for healthcare. [size=no report]",0,1582839942,CHL
7066477,152,CHI1075,1075,2019-10-22,2019,1,Protests,Peaceful protest,Protesters (Chile),,6,,,0,60,South America,Chile,Biobio,Biobio,Los Angeles,Los Angeles,-37.4697,-72.3537,1,Biobio Chile,Subnational,"On 22 October 2019, in Los Angeles, Biobio region, citizens protested over a general discontent with the government and against the emergency state that allowed military forces of Chile to patrol the streets of the country's capital. There were not reports of violence by protesters. [size=no report]",0,1587491659,CHL
6931823,152,CHI1076,1076,2019-10-22,2019,1,Riots,Violent demonstration,Rioters (Chile),,5,,,0,50,South America,Chile,Metropolitana,Santiago,Maipu,Maipu,-33.5142,-70.7651,1,Biobio Chile,National,"On 22 October 2019, in Maipu, Metropolitan region, citizens staged a demonstration over general discontent with the government. The group demands improvements in education, health, pension, among other things. Demonstrators built and set on fire a barricade across streets in the district. [size=no report]",0,1582839796,CHL
7066991,152,CHI1059,1059,2019-10-22,2019,1,Riots,Violent demonstration,Rioters (Chile),,5,Police Forces of Chile (2018-),,1,15,South America,Chile,Arica y Parinacota,Arica,Arica,Arica,-18.4746,-70.2979,1,La Estrella Arica,Subnational,"On 22 October 2019, in Arica, Arica y Paniracota region, Police Forces of Chile and at least 6,000 rioters clashed during demonstrations that took place over the evening. The group demonstrated over general discontent with the national government. Authorities reported 13 people arrested, 21 more injured and 23 stores with damages. [size=at least 6,000]",0,1587491663,CHL
